Name,rank,region,age,height,weight,run400,run5k,candj,snatch,deadlift,backsq,pullups,sum,train,experience,schedule,,,,
KhanPorter,24,Australia,25,71,203,59,1171,342,276,507,441,70,1636,I workout mostly at a CrossFit Affiliate|I write my own programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|,,,,
ErikToth,58,Europe,25,70,189,61,1183,315,245,450,450,50,1510,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
KevinSimons,37,North West,27,67,193,70,1290,361,302,575,515,55,1808,"I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
TimPaulson,14,North East,24,73,211,61,1136,365,300,530,465,68,1728,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
LukasEsslinger,21,Europe,22,71,203,65,1200,320,275,561,455,69,1680,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest fewer than 4 days per month|I typically rest 4 or more days per month|,,,,same as row 139
LukasEsslinger,17,Europe,22,71,203,65,1220,320,275,561,455,65,1676,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest fewer than 4 days per month|I typically rest 4 or more days per month|,,,,
DavidLevey,32,Africa,37,70,198,50,1145,320,265,474,441,60,1560,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
MarquanJones,36,South East,24,71,190,68,1267,330,285,485,415,64,1579,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
GaryHelmick,27,Mid Atlantic,27,70,180,65,1250,310,245,525,420,60,1560,I write my own programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
AdamDavidson,27,Canada East,23,70,185,50,1064,335,260,525,465,58,1643,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,I usually only do 1 workout a day|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
StevenFawcett,26,Europe,26,68,176,59,1140,343,264,444,440,65,1556,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 2x a week|I strictly schedule my rest days|,,,,
JosephGuesnier,36,South Central,24,72,205,58,1302,345,300,545,470,50,1710,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 2x a week|I typically rest 4 or more days per month|,,,,
LukeFiso,52,Australia,25,69,189,53,1195,298,265,485,403,47,1498,"I workout mostly at home, work, or a traditional gym|I write my own programming|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|,,,,
TravisMayer,10,South East,24,71,198,54,1083,360,295,565,500,85,1805,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|,,,,
JeffEvans,35,South East,26,72,207,70,1257,405,315,550,540,57,1867,I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|,,,,
JordanCook,36,South Central,23,69,195,60,1200,330,270,500,440,63,1603,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
AdrianConway,21,South West,29,70,202,56,1275,345,270,585,475,70,1745,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
RickyGarard,39,Australia,20,70,179,51,1052,352,286,517,429,70,1654,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
WesleyRethwill,37,North West,24,72,197,65,1250,335,260,528,482,60,1665,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
AaronBielefeldt,5,South Central,32,73,200,62,1202,345,265,575,460,60,1705,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,I usually only do 1 workout a day|I strictly schedule my rest days|,,,,
MarcusHendren,6,Central East,26,70,200,59,1170,355,275,550,455,66,1701,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
AndyAndrews,136,Asia,26,66,149,66,1224,231,161,386,282,41,1101,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,I usually only do 1 workout a day|,,,,
SaschaTank,14,Australia,39,68,165,70,1395,247,198,485,375,55,1360,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,I usually only do 1 workout a day|I strictly schedule my rest days|,,,,
StefanHelgiEinarsson,6,Iceland,32,70,185,55,1024,308,253,484,484,70,1599,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,I usually only do 1 workout a day|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
RoyceDunne,16,Australia,24,72,216,63,1410,365,308,600,496,70,1839,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
AtesBoran,60,Africa,28,68,169,65,1200,309,254,474,419,79,1535,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I train other people|,I do multiple workouts in a day 3+ times a week|,,,,
GeorgeSanchez,21,North West,23,73,209,58,1200,305,215,525,405,55,1505,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|,I began CrossFit by trying it alone (without a coach)|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
MarlonAzurdia,54,Canada West,29,69,194,61,1200,320,270,545,445,52,1632,"I workout mostly at home, work, or a traditional gym|I write my own programming|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
RoyGamboa,22,South Central,27,68,200,56,1285,365,310,525,465,50,1715,I write my own programming|,I began CrossFit by trying it alone (without a coach)|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
ChandlerSmith,6,North East,21,67,180,53,1140,300,240,525,415,56,1536,I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
WesSchneider,15,Southern California,43,74,200,58,1180,315,235,445,405,36,1436,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
RichardBohlken,16,South Central,26,71,197,62,1253,335,270,530,425,55,1615,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I strictly schedule my rest days|,,,,
EnricClosa,137,Europe,28,67,187,65,1198,198,154,331,353,70,1106,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I strictly schedule my rest days|,,,,
SamStewart,37,Europe,23,67,174,60,1200,352,286,550,451,50,1689,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 2x a week|I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
JohnLynch,2,North East,42,71,205,66,1260,275,205,475,415,50,1420,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 2x a week|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
JoshMiller,82,South East,25,69,180,58,1140,325,260,480,415,75,1555,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 2x a week|I typically rest fewer than 4 days per month|,,,,
BradleyAlcock,13,North West,32,67,174,48,1152,260,200,420,375,45,1300,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|,,,,
GregMerkac,10,Canada East,43,71,202,65,1290,285,205,435,370,25,1320,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|,,,,
JeremyHilsen,18,South East,36,70,190,60,1190,315,245,535,460,29,1584,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|,,,,
ChadMelton,25,Southern California,25,68,205,65,1210,345,285,535,460,55,1680,I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|,,,,
TysonTakasaki,19,Canada West,27,73,204,62,1180,350,305,525,462,0,1642,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|,,,,
SamuelKwant,2,North West,19,70,200,50,1085,345,285,505,445,74,1654,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
RonaldThomas,15,Central East,48,71,199,67,1320,245,185,465,415,65,1375,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
DakotaRager,22,Northern California,23,64,169,64,1295,320,245,450,415,66,1496,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
JasonCarroll,28,Southern California,25,70,180,57,1141,323,252,565,450,67,1657,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
ArtHamilton,16,Mid Atlantic,37,69,195,82,1413,275,215,500,460,34,1484,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
BrandonLuckett,23,South Central,20,73,197,58,1214,305,235,405,340,60,1345,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
KobeKhy,129,Asia,27,67,142,73,1290,154,132,353,243,20,902,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,I strictly schedule my rest days|,,,,
EddieSimpson,16,Central East,41,72,205,52,1260,285,235,475,415,48,1458,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I strictly schedule my rest days|,,,,
JeromePerryman,2,North West,41,75,220,58,1185,315,275,621,445,58,1714,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I strictly schedule my rest days|,,,,
ScottPanchik,4,Central East,27,69,187,55,1097,325,265,505,425,65,1585,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|",I began CrossFit with a coach (e.g. at an affiliate)|,I strictly schedule my rest days|,,,,
KennethLeverich,19,Southern California,26,68,185,60,1180,365,302,525,465,62,1719,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I strictly schedule my rest days|Decline to answer|,,,,
SebastianRodriguez,100,Latin America,22,67,176,61,1238,150,220,350,200,35,955,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I typically rest 4 or more days per month|,,,,
GarretFisher,5,South East,23,73,205,55,1140,355,285,525,475,65,1705,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I typically rest fewer than 4 days per month|,,,,
JasonMiller,10,Australia,43,65,160,76,1500,135,125,335,200,20,815,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|,,,,
DavidGantz,20,North Central,54,67,167,74,1344,230,170,405,345,44,1194,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|,,,,
JeffPatzer,34,Northern California,26,66,169,65,1264,245,175,375,375,68,1238,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|,,,,
LonnieAtaman,20,North East,50,67,185,65,1200,265,215,455,375,42,1352,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|,,,,
JoshPetlowany,5,South West,35,72,210,57,1168,325,255,475,415,55,1525,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|,,,,
HeathMoody,7,South Central,36,73,216,59,1188,335,252,515,410,68,1580,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|,,,,
VicMcQuaide,3,Southern California,46,71,185,62,1205,235,195,450,375,34,1289,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
JohnBusch,7,Mid Atlantic,52,69,189,69,1280,235,200,457,320,62,1274,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
BradBecker,17,North Central,37,67,175,66,1250,285,215,430,395,60,1385,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
StaceyAdams,16,South East,39,69,169,68,1322,285,226,455,345,55,1366,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
KevinUnger,5,North East,48,70,201,66,1256,260,185,360,315,45,1165,I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,I usually only do 1 workout a day|I typically rest fewer than 4 days per month|,,,,
WillBurke,12,Hawaii,52,72,185,75,1300,205,155,355,335,33,1083,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|,I do multiple workouts in a day 2x a week|,,,,
ChristopherStamper,6,South East,47,69,186,70,1290,280,235,465,385,39,1404,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|I train other people|,I typically rest 4 or more days per month|,,,,
SeanMarsh,6,Northern California,47,70,208,65,1200,275,205,405,385,60,1330,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,I do multiple workouts in a day 3+ times a week|,,,,
MattMcleod,7,Australia,21,65,165,62,1230,265,227,485,375,63,1415,I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,I do multiple workouts in a day 3+ times a week|,,,,
MikeKern,2,North East,38,71,187,60,1185,290,235,488,390,60,1463,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
MattheausOtero,107,Latin America,24,67,180,58,1250,315,265,355,260,50,1245,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,I usually only do 1 workout a day|,,,,
PaulTeehan,10,North East,41,72,190,68,1218,245,185,465,415,67,1377,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
KenGall,16,South East,42,72,195,59,1140,275,185,460,363,60,1343,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
GlennWaters,5,Central East,47,70,176,69,1163,225,165,445,325,65,1225,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 1x a week|I strictly schedule my rest days|,,,,
JamesCrosby,14,North Central,51,69,183,75,1425,275,211,405,365,43,1299,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 2x a week|,,,,
BenStoneberg,9,North West,27,67,180,57,1140,335,265,500,475,63,1638,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 2x a week|I strictly schedule my rest days|,,,,
BrandonSwan,30,Australia,23,69,185,58,1192,331,276,551,441,70,1669,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
MarcusFilly,12,Northern California,30,70,200,59,1190,345,270,465,425,63,1568,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
EdmundTan,102,Asia,28,67,149,61,1593,265,220,386,364,80,1315,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
ChristopherBourke,9,South West,41,69,204,60,1200,301,246,535,450,58,1590,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
RyanSwobody,44,North West,30,70,182,56,1192,305,251,535,455,62,1608,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
TravisWilliams,19,South Central,22,69,205,62,1255,355,280,550,475,50,1710,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
NickBloch,41,North Central,29,72,219,60,1170,365,315,620,545,50,1895,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
JoeScali,38,Canada West,28,72,190,60,1180,330,260,505,450,60,1605,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest fewer than 4 days per month|,,,,
JasonKhalipa,2,Northern California,29,69,210,60,1400,355,285,550,450,64,1704,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I typically rest fewer than 4 days per month|,,,,
DanWells,14,Southern California,41,69,165,56,1157,265,232,405,365,53,1320,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I usually only do 1 workout a day|I typically rest 4 or more days per month|,,,,
EricCarmody,38,Southern California,27,71,200,60,1089,340,270,515,500,50,1675,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,I usually only do 1 workout a day|I typically rest fewer than 4 days per month|,,,,
ElijahMuhammad,16,South East,26,72,200,63,1220,350,295,565,475,57,1742,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|,,,,
Albert-DominicLarouche,12,Canada East,24,70,195,58,1190,335,265,545,435,50,1630,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
FrederikAegidius,15,Europe,27,69,192,67,1340,287,220,441,397,30,1375,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
PhilHesketh,29,United Kingdom,24,71,209,68,1220,335,295,575,500,60,1765,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
NoahOhlsen,2,South East,27,67,185,59,1130,355,285,540,465,72,1717,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I do multiple workouts in a day 3+ times a week|I typically rest 4 or more days per month|,,,,
KyleKasperbauer,3,North Central,32,68,190,51,1132,345,265,508,508,71,1697,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I usually only do 1 workout a day|I do multiple workouts in a day 1x a week|I do multiple workouts in a day 2x a week|I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|I typically rest fewer than 4 days per month|I typically rest 4 or more days per month|,,,,
AbeCook,8,North West,50,67,175,62,1240,255,187,430,360,34,1266,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,I usually only do 1 workout a day|I strictly schedule my rest days|I typically rest 4 or more days per month|,,,,
AlanBates,4,Northern California,44,71,200,61,1145,285,245,470,425,73,1498,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|,I do multiple workouts in a day 3+ times a week|I strictly schedule my rest days|,,,,
